test_num,ts_history_size,ts_distances_increase,ts_price_point_percentage,net_benefits,final_balance,initial_deposit,test_years,total_transactions,benefit_factor,expected_benefit,dd_amount,dd_percent,total_profit_percent,avg_year_profit_percent,avg_year_profit_vs_dd_ratio
9001,28,0.13,0.21,-785.8,14214.2,15000,3,492,0.97,-1.6,3202.96,19.15,-5.24,-1.78,-0.09
9002,33,0.16,0.23,25650.02,40650.02,15000,3,2957,1.1,8.67,9567.09,22.87,171,39.42,1.72
9003,75,0.16,0.27,39404.84,54404.84,15000,3,2571,1.17,15.33,5813.28,14.51,262.7,53.64,3.7
9004,73,0.17,0.26,39134.45,54134.45,15000,3,2645,1.18,14.8,5614,15.28,260.9,53.39,3.49
9005,76,0.18,0.24,20803.38,35803.38,15000,3,2837,1.09,7.33,10670.8,28.58,138.69,33.64,1.18
9006,78,0.14,0.27,38967.49,53967.49,15000,3,2571,1.17,15.16,6051.56,15.05,259.78,53.23,3.54
9007,75,0.21,0.26,32668.89,47668.89,15000,3,2641,1.16,12.37,3679.21,24.23,217.79,47.02,1.94
9008,72,0.23,0.23,36651.09,51651.09,15000,3,2960,1.13,12.38,11717.3,22.42,244.34,51.01,2.28
9009,77,0.22,0.25,36624.72,51624.72,15000,3,2721,1.17,13.46,6399.82,16.73,244.16,50.98,3.05
9010,74,0.2,0.29,25429.31,40429.31,15000,3,2390,1.15,10.64,6225.16,20.67,169.53,39.17,1.9
9011,73,0.15,0.22,2485.72,17485.72,15000,3,475,1.1,5.23,3671.27,18.05,16.57,5.24,0.29
9012,71,0.13,0.28,35016.68,50016.68,15000,3,2492,1.17,14.05,4359.94,16.6,233.44,49.4,2.98
9013,24,0.13,0.28,34464.34,49464.34,15000,3,2496,1.18,13.81,4492.3,18.88,229.76,48.84,2.59
9014,26,0.17,0.26,29265.57,44265.57,15000,3,2649,1.16,11.05,3269.5,21.43,195.1,43.44,2.03
9015,55,0.16,0.24,21352.81,36352.81,15000,3,2837,1.09,7.53,10611.66,28.22,142.35,34.32,1.22
9016,42,0.12,0.31,9235.57,24235.57,15000,3,2217,1.08,4.17,6953.71,34.35,61.57,17.34,0.5
9017,66,0.23,0.27,21183.12,36183.12,15000,3,2571,1.11,8.24,5612.39,23.75,141.22,34.11,1.44
9018,64,0.14,0.3,16247.38,31247.38,15000,3,2304,1.12,7.05,5627.38,19.17,108.32,27.71,1.45
9019,96,0.16,0.27,44255.46,59255.46,15000,3,2572,1.19,17.17,6170.75,15.4,295.04,58.08,3.77
9020,39,0.21,0.3,17988.12,32988.12,15000,3,2305,1.13,7.8,5652.25,18.51,119.92,30.04,1.62
9021,95,0.18,0.31,11595.35,26595.35,15000,3,2205,1.09,5.26,7704.86,28.22,77.3,21.03,0.75
9022,47,0.25,0.29,31987.91,46987.91,15000,3,2385,1.17,13.41,7288.06,20.43,213.25,46.32,2.27
9023,31,0.12,0.3,16774.78,31774.78,15000,3,2307,1.12,7.27,5723.75,19.3,111.83,28.43,1.47
9024,36,0.21,0.29,23490.9,38490.9,15000,3,2394,1.15,9.81,6275.16,21.45,156.61,36.91,1.72
9025,90,0.26,0.22,2696.39,17696.39,15000,3,475,1.1,5.68,3681.07,17.91,17.98,5.66,0.32
9026,46,0.14,0.33,20225.49,35225.49,15000,3,2072,1.16,9.76,7534.13,23.42,134.84,32.92,1.41
9027,22,0.13,0.3,17551.38,32551.38,15000,3,2317,1.13,7.58,5799.52,19.14,117.01,29.47,1.54
9028,69,0.11,0.28,34442.79,49442.79,15000,3,2492,1.17,13.82,4357.23,16.53,229.62,48.82,2.95
9029,33,0.27,0.28,23719.83,38719.83,15000,3,2476,1.14,9.58,6614.42,27.1,158.13,37.18,1.37
9030,46,0.21,0.33,13145.46,28145.46,15000,3,2052,1.11,6.41,6668.64,31.96,87.64,23.34,0.73
9031,37,0.2,0.28,17009.71,32009.71,15000,3,2487,1.11,6.84,7231.63,33.97,113.4,28.74,0.85
9032,62,0.21,0.31,12214.1,27214.1,15000,3,2214,1.1,5.52,5843.88,23.8,81.43,21.96,0.92
9033,54,0.14,0.21,-869.2,14130.8,15000,3,488,0.96,-1.78,3204.22,19.25,-5.79,-1.97,-0.1
9034,77,0.14,0.23,31763.48,46763.48,15000,3,2959,1.11,10.73,10582.61,22.47,211.76,46.08,2.05
9035,53,0.27,0.31,12307.85,27307.85,15000,3,2211,1.1,5.57,5861.63,23.69,82.05,22.1,0.93
9036,27,0.15,0.32,21208.43,36208.43,15000,3,2161,1.16,9.81,8826.72,26.63,141.39,34.14,1.28
9037,82,0.27,0.32,13919.14,28919.14,15000,3,2143,1.1,6.5,9759.94,34.05,92.79,24.46,0.72
9038,69,0.13,0.21,-777.53,14222.47,15000,3,492,0.97,-1.58,3204.22,19.15,-5.18,-1.76,-0.09
9039,76,0.24,0.21,-1216.51,13783.49,15000,3,430,0.94,-2.83,3174.21,19.13,-8.11,-2.78,-0.15
9040,81,0.26,0.28,19763.62,34763.62,15000,3,2483,1.12,7.96,7613.22,35.81,131.76,32.34,0.9
9041,39,0.16,0.26,41682.49,56682.49,15000,3,2655,1.2,15.7,4832.02,12.91,277.88,55.76,4.32
9042,94,0.2,0.26,38582.16,53582.16,15000,3,2643,1.18,14.6,5925.81,16.18,257.21,52.87,3.27
9043,27,0.19,0.3,23127.69,38127.69,15000,3,2308,1.15,10.02,5764.52,16.58,154.18,36.47,2.2
9044,89,0.26,0.3,21448.15,36448.15,15000,3,2294,1.15,9.35,5690.86,16.99,142.99,34.44,2.03
9045,32,0.16,0.25,40173.78,55173.78,15000,3,2734,1.18,14.69,6372.52,11.4,267.83,54.36,4.77
9046,59,0.15,0.24,20914.98,35914.98,15000,3,2837,1.09,7.37,10645.93,28.07,139.43,33.78,1.2
9047,91,0.17,0.21,-1069,13931,15000,3,437,0.95,-2.45,3188.74,19.04,-7.13,-2.43,-0.13
9048,87,0.19,0.27,35761.02,50761.02,15000,3,2572,1.17,13.9,5101.83,15,238.41,50.13,3.34
9049,38,0.18,0.25,51454.87,66454.87,15000,3,2731,1.22,18.84,6446.14,14.66,343.03,64.24,4.38
9050,98,0.26,0.3,26258.46,41258.46,15000,3,2283,1.17,11.5,6296,16.74,175.06,40.11,2.4
9051,42,0.2,0.33,20190.07,35190.07,15000,3,2070,1.16,9.75,7615.86,23.78,134.6,32.87,1.38
9052,80,0.28,0.29,30682.58,45682.58,15000,3,2381,1.17,12.89,7296,21.02,204.55,44.95,2.14
9053,43,0.2,0.29,23787.51,38787.51,15000,3,2394,1.15,9.94,6306,21.55,158.58,37.26,1.73
9054,59,0.23,0.27,20307.69,35307.69,15000,3,2572,1.11,7.9,5913.16,24.97,135.38,33.02,1.32
9055,94,0.19,0.29,23191.36,38191.36,15000,3,2389,1.14,9.71,6355,21.82,154.61,36.55,1.68
9056,35,0.21,0.32,22203.38,37203.38,15000,3,2162,1.16,10.27,8870.84,25.95,148.02,35.36,1.36
9057,90,0.14,0.31,7062.05,22062.05,15000,3,2214,1.06,3.19,7880,32.14,47.08,13.72,0.43
9058,67,0.11,0.3,15699.34,30699.34,15000,3,2304,1.12,6.81,4619.89,16.58,104.66,26.96,1.63
9059,59,0.19,0.33,19971.27,34971.27,15000,3,2070,1.15,9.65,7676.31,24.03,133.14,32.6,1.36
8001,20,0.1,0.4,-7324.45,7675.55,15000.00,3,1731,0.91,-4.23,8122.74,52.91,-48.83,-20.02,-0.38
8002,25,0.1,0.4,-3949.64,11050.36,15000.00,3,1723,0.96,-2.29,7845.03,46.77,-26.33,-9.68,-0.21
8003,30,0.1,0.4,-7272.58,7727.42,15000.00,3,1710,0.92,-4.25,9253.56,55.84,-48.48,-19.84,-0.36
8004,35,0.1,0.4,-7651.27,7348.73,15000.00,3,1701,0.91,-4.50,9482.14,57.19,-51.01,-21.17,-0.37
8005,40,0.1,0.4,-7690.79,7309.21,15000.00,3,1701,0.91,-4.52,9416.25,57.12,-51.27,-21.31,-0.37
8006,45,0.1,0.4,-8158.37,6841.63,15000.00,3,1697,0.91,-4.81,9789.59,59.36,-54.39,-23.02,-0.39
8007,50,0.1,0.4,-8123.40,6876.60,15000.00,3,1697,0.91,-4.79,9768.51,59.18,-54.16,-22.89,-0.39
8008,55,0.1,0.4,-8132.72,6867.28,15000.00,3,1697,0.91,-4.79,9778.45,59.24,-54.22,-22.93,-0.39
8009,60,0.1,0.4,-7037.34,7962.66,15000.00,3,1696,0.92,-4.15,9614.85,58.24,-46.92,-19.03,-0.33
8010,65,0.1,0.4,-7260.43,7739.57,15000.00,3,1696,0.92,-4.28,9752.68,59.07,-48.40,-19.79,-0.34
8011,70,0.1,0.4,-7127.58,7872.42,15000.00,3,1697,0.92,-4.20,9641.39,58.49,-47.52,-19.34,-0.33
8012,75,0.1,0.4,-7201.88,7798.12,15000.00,3,1695,0.92,-4.25,9633.05,58.42,-48.01,-19.59,-0.34
8013,80,0.1,0.4,-5720.84,9279.16,15000.00,3,1697,0.94,-3.37,8962.62,54.36,-38.14,-14.79,-0.27
8014,85,0.1,0.4,-5736.96,9263.04,15000.00,3,1697,0.94,-3.38,8954.52,54.31,-38.25,-14.84,-0.27
8015,90,0.1,0.4,-5833.71,9166.29,15000.00,3,1698,0.94,-3.44,9055.50,54.92,-38.89,-15.14,-0.28
8016,95,0.1,0.4,-5846.68,9153.32,15000.00,3,1698,0.94,-3.44,9065.09,54.97,-38.98,-15.18,-0.28
8017,100,0.1,0.4,-5888.79,9111.21,15000.00,3,1698,0.94,-3.47,9158.65,55.52,-39.26,-15.31,-0.28
8018,20,0.15,0.4,-8962.85,6037.15,15000.00,3,1729,0.85,-5.18,10549.06,68.72,-59.75,-26.17,-0.38
8019,25,0.15,0.4,-3924.48,11075.52,15000.00,3,1704,0.96,-2.30,7082.79,44.25,-26.16,-9.62,-0.22
8020,30,0.15,0.4,-6908.37,8091.63,15000.00,3,1692,0.92,-4.08,8905.93,56.42,-46.06,-18.60,-0.33
8021,35,0.15,0.4,-7395.83,7604.17,15000.00,3,1685,0.92,-4.39,9085.14,57.61,-49.31,-20.26,-0.35
8022,40,0.15,0.4,-7651.86,7348.14,15000.00,3,1683,0.91,-4.55,9127.40,58.19,-51.01,-21.17,-0.36
8023,45,0.15,0.4,-7368.85,7631.15,15000.00,3,1679,0.91,-4.39,9122.60,58.16,-49.13,-20.17,-0.35
8024,50,0.15,0.4,-7415.85,7584.15,15000.00,3,1679,0.91,-4.42,9169.89,58.39,-49.44,-20.33,-0.35
8025,55,0.15,0.4,-7374.76,7625.24,15000.00,3,1679,0.91,-4.39,9127.94,58.12,-49.17,-20.19,-0.35
8026,60,0.15,0.4,-7470.53,7529.47,15000.00,3,1678,0.91,-4.45,9173.78,58.41,-49.80,-20.53,-0.35
8027,65,0.15,0.4,-7895.24,7104.76,15000.00,3,1678,0.90,-4.71,9568.78,60.92,-52.63,-22.05,-0.36
8028,70,0.15,0.4,-7680.61,7319.39,15000.00,3,1681,0.91,-4.57,9352.82,59.55,-51.20,-21.27,-0.36
8029,75,0.15,0.4,-7559.40,7440.60,15000.00,3,1679,0.91,-4.50,9197.48,58.56,-50.40,-20.84,-0.36
7001,70,0.35,0.35,-1316.92,13683.08,15000.00,3,1941,0.99,-0.68,5954.09,33.41,-8.78,-3.02,-0.09
7002,75,0.35,0.35,879.99,15879.99,15000.00,3,1941,1.01,0.45,6672.62,33.97,5.87,1.92,0.06
7003,80,0.35,0.35,1172.76,16172.76,15000.00,3,1941,1.01,0.60,6498.30,33.08,7.82,2.54,0.08
7004,85,0.35,0.35,-1173.98,13826.02,15000.00,3,1939,0.99,-0.61,5896.34,33.10,-7.83,-2.68,-0.08
7005,90,0.35,0.35,-1065.18,13934.82,15000.00,3,1939,0.99,-0.55,5900.26,33.05,-7.10,-2.43,-0.07
7006,95,0.35,0.35,-1153.66,13846.34,15000.00,3,1939,0.99,-0.59,5921.47,33.17,-7.69,-2.63,-0.08
7007,100,0.35,0.35,-1653.62,13346.38,15000.00,3,1939,0.98,-0.85,6094.11,34.14,-11.02,-3.82,-0.11
6001,20,0.4,0.35,3147.12,18147.12,15000.00,3,1971,1.03,1.60,5470.28,30.69,20.98,6.55,0.21
6035,20,0.5,0.35,3036.65,18036.65,15000.00,3,1961,1.03,1.55,4319.76,22.70,20.24,6.34,0.28
6018,20,0.45,0.35,2742.71,17742.71,15000.00,3,1967,1.03,1.39,5611.42,31.65,18.28,5.76,0.18
6047,80,0.5,0.35,570.15,15570.15,15000.00,3,1933,1.01,0.29,8094.24,38.92,3.80,1.25,0.03
6036,25,0.5,0.35,454.55,15454.55,15000.00,3,1956,1.00,0.23,6809.31,35.78,3.03,1.00,0.03
6046,75,0.5,0.35,396.81,15396.81,15000.00,3,1933,1.00,0.21,8107.85,39.22,2.65,0.87,0.02
6002,25,0.4,0.35,-861.79,14138.21,15000.00,3,1963,0.99,-0.44,7682.68,43.10,-5.75,-1.95,-0.05
6019,25,0.45,0.35,-1536.45,13463.55,15000.00,3,1959,0.98,-0.78,7847.01,44.26,-10.24,-3.54,-0.08
6049,90,0.5,0.35,-1834.83,13165.17,15000.00,3,1931,0.98,-0.95,7057.84,37.50,-12.23,-4.26,-0.11
6048,85,0.5,0.35,-1845.61,13154.39,15000.00,3,1931,0.98,-0.96,7048.98,37.59,-12.30,-4.28,-0.11
6050,95,0.5,0.35,-1924.29,13075.71,15000.00,3,1931,0.98,-1.00,7073.10,37.69,-12.83,-4.47,-0.12
6030,80,0.45,0.35,-1992.59,13007.41,15000.00,3,1935,0.98,-1.03,10412.20,52.99,-13.28,-4.64,-0.09
6013,80,0.4,0.35,-2075.96,12924.04,15000.00,3,1937,0.98,-1.07,9899.51,50.34,-13.84,-4.84,-0.10
6015,90,0.4,0.35,-2229.99,12770.01,15000.00,3,1935,0.98,-1.15,8648.39,48.62,-14.87,-5.22,-0.11
6016,95,0.4,0.35,-2239.56,12760.44,15000.00,3,1935,0.98,-1.16,8659.65,48.68,-14.93,-5.25,-0.11
6051,100,0.5,0.35,-2250.21,12749.79,15000.00,3,1931,0.98,-1.17,7057.69,37.98,-15.00,-5.27,-0.14
6014,85,0.4,0.35,-2269.71,12730.29,15000.00,3,1935,0.98,-1.17,8651.40,48.73,-15.13,-5.32,-0.11
6029,75,0.45,0.35,-2280.89,12719.11,15000.00,3,1935,0.98,-1.18,10563.93,53.75,-15.21,-5.35,-0.10
6017,100,0.4,0.35,-2421.72,12578.28,15000.00,3,1935,0.97,-1.25,8807.79,49.51,-16.14,-5.70,-0.12
6012,75,0.4,0.35,-2437.62,12562.38,15000.00,3,1937,0.98,-1.26,10010.47,50.90,-16.25,-5.74,-0.11
6034,100,0.45,0.35,-2559.61,12440.39,15000.00,3,1933,0.97,-1.32,9233.33,52.18,-17.06,-6.05,-0.12
6037,30,0.5,0.35,-2746.24,12253.76,15000.00,3,1940,0.97,-1.42,9320.64,48.80,-18.31,-6.52,-0.13
6003,30,0.4,0.35,-2757.81,12242.19,15000.00,3,1947,0.97,-1.42,9923.17,55.69,-18.39,-6.55,-0.12
6008,55,0.4,0.35,-2935.99,12064.01,15000.00,3,1932,0.97,-1.52,9914.29,55.73,-19.57,-7.00,-0.13
6007,50,0.4,0.35,-2967.64,12032.36,15000.00,3,1932,0.97,-1.54,9945.31,55.91,-19.78,-7.08,-0.13
6005,40,0.4,0.35,-3076.87,11923.13,15000.00,3,1935,0.97,-1.59,10115.61,56.84,-20.51,-7.37,-0.13
6032,90,0.45,0.35,-3078.32,11921.68,15000.00,3,1933,0.97,-1.59,9086.81,51.34,-20.52,-7.37,-0.14
6004,35,0.4,0.35,-3085.48,11914.52,15000.00,3,1936,0.97,-1.59,10156.80,56.94,-20.57,-7.39,-0.13
6031,85,0.45,0.35,-3093.67,11906.33,15000.00,3,1933,0.97,-1.60,9077.68,51.36,-20.62,-7.41,-0.14
6006,45,0.4,0.35,-3111.53,11888.47,15000.00,3,1934,0.97,-1.61,10148.35,57.15,-20.74,-7.46,-0.13
6033,95,0.45,0.35,-3115.20,11884.80,15000.00,3,1933,0.97,-1.61,9093.05,51.38,-20.77,-7.47,-0.15
6040,45,0.5,0.35,-3141.87,11858.13,15000.00,3,1928,0.97,-1.63,9522.31,50.20,-20.95,-7.54,-0.15
6042,55,0.5,0.35,-3209.93,11790.07,15000.00,3,1928,0.97,-1.66,9598.73,50.62,-21.40,-7.71,-0.15
6041,50,0.5,0.35,-3218.95,11781.05,15000.00,3,1928,0.97,-1.67,9633.55,50.74,-21.46,-7.74,-0.15
6039,40,0.5,0.35,-3262.19,11737.81,15000.00,3,1929,0.96,-1.69,9659.13,50.86,-21.75,-7.85,-0.15
6045,70,0.5,0.35,-3310.81,11689.19,15000.00,3,1928,0.96,-1.72,9369.25,50.05,-22.07,-7.98,-0.16
6020,30,0.45,0.35,-3361.79,11638.21,15000.00,3,1943,0.96,-1.73,10285.01,57.99,-22.41,-8.11,-0.14
6044,65,0.5,0.35,-3397.21,11602.79,15000.00,3,1927,0.96,-1.76,9396.09,50.40,-22.65,-8.20,-0.16
6025,55,0.45,0.35,-3506.79,11493.21,15000.00,3,1930,0.96,-1.82,10322.42,58.34,-23.38,-8.49,-0.15
6024,50,0.45,0.35,-3531.95,11468.05,15000.00,3,1930,0.96,-1.83,10351.00,58.50,-23.55,-8.56,-0.15
6038,35,0.5,0.35,-3542.31,11457.69,15000.00,3,1929,0.96,-1.84,9827.26,52.04,-23.62,-8.59,-0.17
6043,60,0.5,0.35,-3614.57,11385.43,15000.00,3,1927,0.96,-1.88,9816.99,52.10,-24.10,-8.78,-0.17
6022,40,0.45,0.35,-3723.19,11276.81,15000.00,3,1931,0.96,-1.93,10516.59,59.41,-24.82,-9.07,-0.15
6021,35,0.45,0.35,-3727.38,11272.62,15000.00,3,1932,0.96,-1.93,10552.13,59.49,-24.85,-9.08,-0.15
6023,45,0.45,0.35,-3797.13,11202.87,15000.00,3,1930,0.96,-1.97,10561.52,59.82,-25.31,-9.27,-0.15
6011,70,0.4,0.35,-3885.84,11114.16,15000.00,3,1932,0.96,-2.01,10751.64,60.55,-25.91,-9.51,-0.16
6010,65,0.4,0.35,-3973.14,11026.86,15000.00,3,1931,0.96,-2.06,10881.64,61.15,-26.49,-9.75,-0.16
6009,60,0.4,0.35,-3981.37,11018.63,15000.00,3,1931,0.96,-2.06,10863.90,61.14,-26.54,-9.77,-0.16
6028,70,0.45,0.35,-4482.08,10517.92,15000.00,3,1930,0.95,-2.32,11173.81,63.31,-29.88,-11.16,-0.18
6027,65,0.45,0.35,-4542.56,10457.44,15000.00,3,1929,0.95,-2.35,11289.67,63.80,-30.28,-11.33,-0.18
6026,60,0.45,0.35,-4555.77,10444.23,15000.00,3,1929,0.95,-2.36,11278.79,63.84,-30.37,-11.37,-0.18
1,20,0.1,0.1,-3295.20,11704.80,15000.00,3,184,0.69,-17.91,3826.10,25.18,-21.97,-7.94,-0.32
2,25,0.1,0.1,-3295.16,11704.84,15000.00,3,184,0.69,-17.91,3826.05,25.18,-21.97,-7.94,-0.32
3,30,0.1,0.1,-3295.03,11704.97,15000.00,3,184,0.69,-17.91,3825.94,25.18,-21.97,-7.94,-0.32
4,35,0.1,0.1,-3294.82,11705.18,15000.00,3,184,0.69,-17.91,3825.66,25.17,-21.97,-7.93,-0.32
5,40,0.1,0.1,-3294.62,11705.38,15000.00,3,184,0.69,-17.91,3825.47,25.17,-21.96,-7.93,-0.32
6,45,0.1,0.1,-3295.12,11704.88,15000.00,3,184,0.69,-17.91,3826.01,25.18,-21.97,-7.94,-0.32
7,50,0.1,0.1,-3295.26,11704.74,15000.00,3,184,0.69,-17.91,3826.16,25.18,-21.97,-7.94,-0.32
8,55,0.1,0.1,-3294.89,11705.11,15000.00,3,184,0.69,-17.91,3825.67,25.17,-21.97,-7.93,-0.32
9,60,0.1,0.1,-3294.67,11705.33,15000.00,3,184,0.69,-17.91,3825.49,25.17,-21.96,-7.93,-0.32
10,65,0.1,0.1,-3294.59,11705.41,15000.00,3,184,0.69,-17.91,3825.42,25.17,-21.96,-7.93,-0.32
11,70,0.1,0.1,-3294.77,11705.23,15000.00,3,184,0.69,-17.91,3825.62,25.17,-21.97,-7.93,-0.32
12,75,0.1,0.1,-3294.66,11705.34,15000.00,3,184,0.69,-17.91,3825.43,25.17,-21.96,-7.93,-0.32
13,80,0.1,0.1,-3294.26,11705.74,15000.00,3,184,0.69,-17.90,3824.99,25.17,-21.96,-7.93,-0.32
14,85,0.1,0.1,-3293.98,11706.02,15000.00,3,184,0.69,-17.90,3824.66,25.17,-21.96,-7.93,-0.32
15,90,0.1,0.1,-3293.85,11706.15,15000.00,3,184,0.69,-17.90,3824.56,25.17,-21.96,-7.93,-0.32
16,95,0.1,0.1,-3293.84,11706.16,15000.00,3,184,0.69,-17.90,3824.51,25.17,-21.96,-7.93,-0.32
17,100,0.1,0.1,-3293.90,11706.10,15000.00,3,184,0.69,-17.90,3824.58,25.17,-21.96,-7.93,-0.32
18,20,0.15,0.1,-3294.18,11705.82,15000.00,3,184,0.69,-17.90,3824.82,25.17,-21.96,-7.93,-0.32
19,25,0.15,0.1,-3293.54,11706.46,15000.00,3,184,0.69,-17.90,3824.13,25.16,-21.96,-7.93,-0.32
20,30,0.15,0.1,-3293.60,11706.40,15000.00,3,184,0.69,-17.90,3824.26,25.16,-21.96,-7.93,-0.32
21,35,0.15,0.1,-3293.86,11706.14,15000.00,3,184,0.69,-17.90,3824.53,25.17,-21.96,-7.93,-0.32
22,40,0.15,0.1,-3293.75,11706.25,15000.00,3,184,0.69,-17.90,3824.42,25.17,-21.96,-7.93,-0.32
23,45,0.15,0.1,-3293.75,11706.25,15000.00,3,184,0.69,-17.90,3824.45,25.17,-21.96,-7.93,-0.32
24,50,0.15,0.1,-3293.84,11706.16,15000.00,3,184,0.69,-17.90,3824.56,25.17,-21.96,-7.93,-0.32
25,55,0.15,0.1,-3294.02,11705.98,15000.00,3,184,0.69,-17.90,3824.75,25.17,-21.96,-7.93,-0.32
26,60,0.15,0.1,-3294.04,11705.96,15000.00,3,184,0.69,-17.90,3824.76,25.17,-21.96,-7.93,-0.32
27,65,0.15,0.1,-3293.75,11706.25,15000.00,3,184,0.69,-17.90,3824.41,25.17,-21.96,-7.93,-0.32
28,70,0.15,0.1,-3293.96,11706.04,15000.00,3,184,0.69,-17.90,3824.65,25.17,-21.96,-7.93,-0.32
29,75,0.15,0.1,-3293.83,11706.17,15000.00,3,184,0.69,-17.90,3824.57,25.17,-21.96,-7.93,-0.32
30,80,0.15,0.1,-3294.58,11705.42,15000.00,3,184,0.69,-17.91,3825.39,25.17,-21.96,-7.93,-0.32
31,85,0.15,0.1,-3295.06,11704.94,15000.00,3,184,0.69,-17.91,3825.96,25.18,-21.97,-7.94,-0.32
32,90,0.15,0.1,-3295.43,11704.57,15000.00,3,184,0.69,-17.91,3826.34,25.18,-21.97,-7.94,-0.32
33,95,0.15,0.1,-3294.89,11705.11,15000.00,3,184,0.69,-17.91,3825.77,25.17,-21.97,-7.93,-0.32
34,100,0.15,0.1,-3294.87,11705.13,15000.00,3,184,0.69,-17.91,3825.73,25.17,-21.97,-7.93,-0.32
35,20,0.2,0.1,-3294.72,11705.28,15000.00,3,184,0.69,-17.91,3825.52,25.17,-21.96,-7.93,-0.32
36,25,0.2,0.1,-3294.58,11705.42,15000.00,3,184,0.69,-17.91,3825.38,25.17,-21.96,-7.93,-0.32
37,30,0.2,0.1,-3294.65,11705.35,15000.00,3,184,0.69,-17.91,3825.47,25.17,-21.96,-7.93,-0.32
38,35,0.2,0.1,-3294.93,11705.07,15000.00,3,184,0.69,-17.91,3825.79,25.17,-21.97,-7.94,-0.32
39,40,0.2,0.1,-3295.38,11704.62,15000.00,3,184,0.69,-17.91,3826.31,25.18,-21.97,-7.94,-0.32
40,45,0.2,0.1,-3295.49,11704.51,15000.00,3,184,0.69,-17.91,3826.42,25.18,-21.97,-7.94,-0.32
41,50,0.2,0.1,-3295.52,11704.48,15000.00,3,184,0.69,-17.91,3826.47,25.18,-21.97,-7.94,-0.32
42,55,0.2,0.1,-3295.38,11704.62,15000.00,3,184,0.69,-17.91,3826.32,25.18,-21.97,-7.94,-0.32
43,60,0.2,0.1,-3295.41,11704.59,15000.00,3,184,0.69,-17.91,3826.35,25.18,-21.97,-7.94,-0.32
44,65,0.2,0.1,-3295.46,11704.54,15000.00,3,184,0.69,-17.91,3826.45,25.18,-21.97,-7.94,-0.32
45,70,0.2,0.1,-3295.50,11704.50,15000.00,3,184,0.69,-17.91,3826.43,25.18,-21.97,-7.94,-0.32
46,75,0.2,0.1,-3295.52,11704.48,15000.00,3,184,0.69,-17.91,3826.45,25.18,-21.97,-7.94,-0.32
47,80,0.2,0.1,-3295.54,11704.46,15000.00,3,184,0.69,-17.91,3826.48,25.18,-21.97,-7.94,-0.32
48,85,0.2,0.1,-3295.40,11704.60,15000.00,3,184,0.69,-17.91,3826.32,25.18,-21.97,-7.94,-0.32
49,90,0.2,0.1,-3295.31,11704.69,15000.00,3,184,0.69,-17.91,3826.23,25.18,-21.97,-7.94,-0.32
50,95,0.2,0.1,-3295.16,11704.84,15000.00,3,184,0.69,-17.91,3826.01,25.18,-21.97,-7.94,-0.32
51,100,0.2,0.1,-3294.88,11705.12,15000.00,3,184,0.69,-17.91,3825.73,25.17,-21.97,-7.93,-0.32
52,20,0.25,0.1,-3294.82,11705.18,15000.00,3,184,0.69,-17.91,3825.66,25.17,-21.97,-7.93,-0.32
53,25,0.25,0.1,-3294.80,11705.20,15000.00,3,184,0.69,-17.91,3825.60,25.17,-21.97,-7.93,-0.32
54,30,0.25,0.1,-3294.70,11705.30,15000.00,3,184,0.69,-17.91,3825.56,25.17,-21.96,-7.93,-0.32
55,35,0.25,0.1,-3295.39,11704.61,15000.00,3,184,0.69,-17.91,3826.35,25.18,-21.97,-7.94,-0.32
56,40,0.25,0.1,-3295.78,11704.22,15000.00,3,184,0.69,-17.91,3826.72,25.18,-21.97,-7.94,-0.32
57,45,0.25,0.1,-3295.52,11704.48,15000.00,3,184,0.69,-17.91,3826.46,25.18,-21.97,-7.94,-0.32
58,50,0.25,0.1,-3295.20,11704.80,15000.00,3,184,0.69,-17.91,3826.12,25.18,-21.97,-7.94,-0.32
59,55,0.25,0.1,-3295.03,11704.97,15000.00,3,184,0.69,-17.91,3825.92,25.18,-21.97,-7.94,-0.32
60,60,0.25,0.1,-3294.90,11705.10,15000.00,3,184,0.69,-17.91,3825.75,25.17,-21.97,-7.93,-0.32
61,65,0.25,0.1,-3294.96,11705.04,15000.00,3,184,0.69,-17.91,3825.81,25.17,-21.97,-7.94,-0.32
62,70,0.25,0.1,-3294.83,11705.17,15000.00,3,184,0.69,-17.91,3825.68,25.17,-21.97,-7.93,-0.32
63,75,0.25,0.1,-3295.07,11704.93,15000.00,3,184,0.69,-17.91,3825.94,25.18,-21.97,-7.94,-0.32
64,80,0.25,0.1,-3295.33,11704.67,15000.00,3,184,0.69,-17.91,3826.22,25.18,-21.97,-7.94,-0.32
65,85,0.25,0.1,-3295.53,11704.47,15000.00,3,184,0.69,-17.91,3826.49,25.18,-21.97,-7.94,-0.32
66,90,0.25,0.1,-3295.52,11704.48,15000.00,3,184,0.69,-17.91,3826.43,25.18,-21.97,-7.94,-0.32
67,95,0.25,0.1,-3295.14,11704.86,15000.00,3,184,0.69,-17.91,3826.09,25.18,-21.97,-7.94,-0.32
68,100,0.25,0.1,-3295.38,11704.62,15000.00,3,184,0.69,-17.91,3826.28,25.18,-21.97,-7.94,-0.32
69,20,0.3,0.1,-3295.18,11704.82,15000.00,3,184,0.69,-17.91,3826.06,25.18,-21.97,-7.94,-0.32
70,25,0.3,0.1,-3295.18,11704.82,15000.00,3,184,0.69,-17.91,3826.14,25.18,-21.97,-7.94,-0.32
