test_num,ts_history_size,ts_distances_increase,ts_price_point_percentage,net_benefits,final_balance,initial_deposit,test_years,total_transactions,benefit_factor,expected_benefit,dd_amount,dd_percent,total_profit_percent,avg_year_profit_percent,avg_year_profit_vs_dd_ratio
2096,55,0.5,0.45,-900.75,14099.25,15000.00,3,615,0.98,-1.46,9499.02,40.25,-6.00,-2.04,-0.05
2097,60,0.5,0.45,-904.01,14095.99,15000.00,3,613,0.98,-1.47,9487.10,40.23,-6.03,-2.05,-0.05
2098,65,0.5,0.45,-890.10,14109.90,15000.00,3,613,0.98,-1.45,9478.19,40.18,-5.93,-2.02,-0.05
2099,70,0.5,0.45,-918.50,14081.50,15000.00,3,612,0.98,-1.50,9482.89,40.24,-6.12,-2.08,-0.05
2100,75,0.5,0.45,-1008.81,13991.19,15000.00,3,612,0.98,-1.65,9420.62,40.24,-6.73,-2.29,-0.06
2101,80,0.5,0.45,-1004.34,13995.66,15000.00,3,607,0.98,-1.65,9411.78,40.21,-6.70,-2.28,-0.06
2102,85,0.5,0.45,-1002.93,13997.07,15000.00,3,607,0.98,-1.65,9425.23,40.24,-6.69,-2.28,-0.06
2103,90,0.5,0.45,-1006.29,13993.71,15000.00,3,607,0.98,-1.66,9420.32,40.23,-6.71,-2.29,-0.06
2104,95,0.5,0.45,-1013.28,13986.72,15000.00,3,607,0.98,-1.67,9425.11,40.26,-6.76,-2.30,-0.06
2105,100,0.5,0.45,-1069.70,13930.30,15000.00,3,607,0.98,-1.76,9419.35,40.34,-7.13,-2.44,-0.06
2106,20,0.1,0.5,1209.99,16209.99,15000.00,3,1301,1.01,0.93,5475.45,28.84,8.07,2.62,0.09
2107,25,0.1,0.5,2061.00,17061.00,15000.00,3,1301,1.02,1.58,5388.66,25.76,13.74,4.38,0.17
2108,30,0.1,0.5,1097.22,16097.22,15000.00,3,1300,1.01,0.84,5423.07,28.86,7.31,2.38,0.08
2109,35,0.1,0.5,1064.53,16064.53,15000.00,3,1298,1.01,0.82,5475.54,29.01,7.10,2.31,0.08
2110,40,0.1,0.5,997.51,15997.51,15000.00,3,1297,1.01,0.77,5451.83,28.93,6.65,2.17,0.08
2111,45,0.1,0.5,3900.59,18900.59,15000.00,3,1293,1.04,3.02,5559.28,24.54,26.00,8.01,0.33
2112,50,0.1,0.5,834.84,15834.84,15000.00,3,1294,1.01,0.65,6929.05,33.16,5.57,1.82,0.05
2113,55,0.1,0.5,2425.04,17425.04,15000.00,3,1290,1.03,1.88,5641.35,27.03,16.17,5.12,0.19
2114,60,0.1,0.5,3614.36,18614.36,15000.00,3,1286,1.04,2.81,6079.13,26.85,24.10,7.46,0.28
2115,65,0.1,0.5,2191.48,17191.48,15000.00,3,1283,1.03,1.71,5565.48,26.80,14.61,4.65,0.17
2116,70,0.1,0.5,3525.53,18525.53,15000.00,3,1284,1.04,2.75,5999.76,26.58,23.50,7.29,0.27
2117,75,0.1,0.5,3512.58,18512.58,15000.00,3,1282,1.04,2.74,6045.88,26.58,23.42,7.27,0.27
2118,80,0.1,0.5,3426.50,18426.50,15000.00,3,1281,1.04,2.67,6017.77,26.65,22.84,7.10,0.27
2119,85,0.1,0.5,3402.62,18402.62,15000.00,3,1281,1.04,2.66,6045.76,26.77,22.68,7.05,0.26
2120,90,0.1,0.5,2530.99,17530.99,15000.00,3,1281,1.03,1.98,6489.35,28.70,16.87,5.33,0.19
2121,95,0.1,0.5,1179.18,16179.18,15000.00,3,1281,1.01,0.92,7797.63,34.71,7.86,2.55,0.07
2122,100,0.1,0.5,1214.61,16214.61,15000.00,3,1278,1.01,0.95,7791.27,34.71,8.10,2.63,0.08
2123,20,0.15,0.5,638.44,15638.44,15000.00,3,1297,1.01,0.49,5715.62,30.38,4.26,1.40,0.05
2124,25,0.15,0.5,2208.48,17208.48,15000.00,3,1297,1.03,1.70,5277.32,25.30,14.72,4.68,0.18
2125,30,0.15,0.5,593.07,15593.07,15000.00,3,1296,1.01,0.46,5687.56,30.43,3.95,1.30,0.04
2126,35,0.15,0.5,-1374.03,13625.97,15000.00,3,1290,0.98,-1.07,6780.49,35.87,-9.16,-3.15,-0.09
2127,40,0.15,0.5,-1420.95,13579.05,15000.00,3,1286,0.98,-1.10,6802.68,36.09,-9.47,-3.26,-0.09
2128,45,0.15,0.5,1362.96,16362.96,15000.00,3,1287,1.02,1.06,7869.71,34.66,9.09,2.94,0.08
2129,50,0.15,0.5,158.64,15158.64,15000.00,3,1289,1.00,0.12,7246.74,34.81,1.06,0.35,0.01
2130,55,0.15,0.5,65.47,15065.47,15000.00,3,1290,1.00,0.05,7297.20,35.13,0.44,0.15,0.00
2131,60,0.15,0.5,3206.42,18206.42,15000.00,3,1283,1.03,2.50,6390.90,28.11,21.38,6.67,0.24
2132,65,0.15,0.5,1728.46,16728.46,15000.00,3,1280,1.02,1.35,5816.95,28.01,11.52,3.70,0.13
2133,70,0.15,0.5,819.15,15819.15,15000.00,3,1273,1.01,0.64,8336.72,36.81,5.46,1.79,0.05
2134,75,0.15,0.5,2845.76,17845.76,15000.00,3,1276,1.03,2.23,6324.58,27.94,18.97,5.96,0.21
2135,80,0.15,0.5,2379.64,17379.64,15000.00,3,1271,1.03,1.87,6317.07,28.17,15.86,5.03,0.18
2136,85,0.15,0.5,1626.93,16626.93,15000.00,3,1270,1.02,1.28,7028.65,31.33,10.85,3.49,0.11
2137,90,0.15,0.5,5067.06,20067.06,15000.00,3,1270,1.05,3.99,6691.96,29.80,33.78,10.19,0.34
2138,95,0.15,0.5,3121.37,18121.37,15000.00,3,1278,1.03,2.44,8150.65,36.17,20.81,6.50,0.18
2139,100,0.15,0.5,4577.84,19577.84,15000.00,3,1270,1.05,3.60,6596.54,29.33,30.52,9.28,0.32
2140,20,0.2,0.5,-447.41,14552.59,15000.00,3,1285,1.00,-0.35,7133.02,33.01,-2.98,-1.00,-0.03
2141,25,0.2,0.5,-514.49,14485.51,15000.00,3,1282,0.99,-0.40,7079.62,32.95,-3.43,-1.16,-0.04
2142,30,0.2,0.5,-602.87,14397.13,15000.00,3,1279,0.99,-0.47,7077.98,33.08,-4.02,-1.36,-0.04
2143,35,0.2,0.5,-2049.29,12950.71,15000.00,3,1274,0.98,-1.61,7751.32,37.59,-13.66,-4.78,-0.13
2144,40,0.2,0.5,-2027.36,12972.64,15000.00,3,1273,0.98,-1.59,7712.23,37.43,-13.52,-4.72,-0.13
2145,45,0.2,0.5,-1848.22,13151.78,15000.00,3,1274,0.98,-1.45,7601.49,36.77,-12.32,-4.29,-0.12
2146,50,0.2,0.5,-1833.51,13166.49,15000.00,3,1280,0.98,-1.43,7607.64,36.76,-12.22,-4.25,-0.12
2147,55,0.2,0.5,-1743.84,13256.16,15000.00,3,1283,0.98,-1.36,7526.91,36.35,-11.63,-4.04,-0.11
2148,60,0.2,0.5,-603.50,14396.50,15000.00,3,1276,0.99,-0.47,6967.26,32.73,-4.02,-1.36,-0.04
2149,65,0.2,0.5,1463.91,16463.91,15000.00,3,1272,1.02,1.15,6143.03,28.93,9.76,3.15,0.11
2150,70,0.2,0.5,-35.75,14964.25,15000.00,3,1265,1.00,-0.03,7096.45,34.30,-0.24,-0.08,-0.00
2151,75,0.2,0.5,1316.35,16316.35,15000.00,3,1268,1.01,1.04,6060.57,28.57,8.78,2.84,0.10
2152,80,0.2,0.5,1391.02,16391.02,15000.00,3,1268,1.01,1.10,6044.08,28.41,9.27,3.00,0.11
2153,85,0.2,0.5,-1085.40,13914.60,15000.00,3,1264,0.99,-0.86,7386.85,34.73,-7.24,-2.47,-0.07
2154,90,0.2,0.5,-1102.73,13897.27,15000.00,3,1264,0.99,-0.87,7387.43,34.76,-7.35,-2.51,-0.07
2155,95,0.2,0.5,-2800.83,12199.17,15000.00,3,1268,0.97,-2.21,8521.81,41.19,-18.67,-6.66,-0.16
2156,100,0.2,0.5,-1733.08,13266.92,15000.00,3,1260,0.98,-1.38,7676.00,36.71,-11.55,-4.01,-0.11
2157,20,0.25,0.5,-1127.66,13872.34,15000.00,3,1288,0.99,-0.88,7289.92,34.58,-7.52,-2.57,-0.07
2158,25,0.25,0.5,-1059.07,13940.93,15000.00,3,1287,0.99,-0.82,7245.60,34.33,-7.06,-2.41,-0.07
2159,30,0.25,0.5,-950.27,14049.73,15000.00,3,1287,0.99,-0.74,7245.60,34.15,-6.34,-2.16,-0.06
2160,35,0.25,0.5,-2282.55,12717.45,15000.00,3,1284,0.97,-1.78,7918.16,38.52,-15.22,-5.35,-0.14
2161,40,0.25,0.5,-2251.04,12748.96,15000.00,3,1283,0.97,-1.75,7917.53,38.46,-15.01,-5.28,-0.14
2162,45,0.25,0.5,-2244.63,12755.37,15000.00,3,1280,0.97,-1.75,7940.98,38.52,-14.96,-5.26,-0.14
2163,50,0.25,0.5,-2201.64,12798.36,15000.00,3,1286,0.98,-1.71,7933.43,38.41,-14.68,-5.15,-0.13
2164,55,0.25,0.5,-2108.29,12891.71,15000.00,3,1285,0.98,-1.64,7857.67,38.01,-14.06,-4.92,-0.13
2165,60,0.25,0.5,1296.83,16296.83,15000.00,3,1276,1.01,1.02,7134.42,30.55,8.65,2.80,0.09
2166,65,0.25,0.5,3595.50,18595.50,15000.00,3,1273,1.04,2.82,6675.43,29.54,23.97,7.43,0.25
2167,70,0.25,0.5,1105.34,16105.34,15000.00,3,1266,1.01,0.87,7807.47,34.54,7.37,2.40,0.07
2168,75,0.25,0.5,947.88,15947.88,15000.00,3,1265,1.01,0.75,7518.05,32.08,6.32,2.06,0.06
2169,80,0.25,0.5,939.83,15939.83,15000.00,3,1265,1.01,0.74,7545.26,32.17,6.27,2.05,0.06
2170,85,0.25,0.5,986.54,15986.54,15000.00,3,1265,1.01,0.78,7516.18,32.02,6.58,2.15,0.07
2171,90,0.25,0.5,1013.50,16013.50,15000.00,3,1265,1.01,0.80,7534.77,32.04,6.76,2.20,0.07
2172,95,0.25,0.5,-1871.51,13128.49,15000.00,3,1264,0.98,-1.48,9340.82,41.63,-12.48,-4.34,-0.10
2173,100,0.25,0.5,31.74,15031.74,15000.00,3,1256,1.00,0.03,7812.72,34.25,0.21,0.07,0.00
2174,60,0.3,0.5,-1969.70,13030.30,15000.00,3,563,0.96,-3.50,8727.21,40.11,-13.13,-4.58,-0.11
2175,65,0.3,0.5,-1910.67,13089.33,15000.00,3,561,0.96,-3.41,8744.64,40.05,-12.74,-4.44,-0.11
2176,70,0.3,0.5,-1910.67,13089.33,15000.00,3,561,0.96,-3.41,8744.64,40.05,-12.74,-4.44,-0.11
2177,75,0.3,0.5,-1910.67,13089.33,15000.00,3,561,0.96,-3.41,8744.64,40.05,-12.74,-4.44,-0.11
2178,80,0.3,0.5,-1940.88,13059.12,15000.00,3,561,0.96,-3.46,8807.98,40.28,-12.94,-4.51,-0.11
2179,85,0.3,0.5,-1940.88,13059.12,15000.00,3,561,0.96,-3.46,8807.98,40.28,-12.94,-4.51,-0.11
2180,90,0.3,0.5,-1940.88,13059.12,15000.00,3,561,0.96,-3.46,8807.98,40.28,-12.94,-4.51,-0.11
2181,95,0.3,0.5,-2058.62,12941.38,15000.00,3,556,0.96,-3.70,8727.21,40.28,-13.72,-4.80,-0.12
2182,100,0.3,0.5,-2019.65,12980.35,15000.00,3,556,0.96,-3.63,8674.95,40.06,-13.46,-4.71,-0.12
2183,60,0.35,0.5,-2024.70,12975.30,15000.00,3,560,0.96,-3.62,8671.16,40.06,-13.50,-4.72,-0.12
2184,65,0.35,0.5,-1950.17,13049.83,15000.00,3,558,0.96,-3.49,8719.53,40.05,-13.00,-4.54,-0.11
2185,70,0.35,0.5,-2031.09,12968.91,15000.00,3,553,0.96,-3.67,8671.16,40.07,-13.54,-4.73,-0.12
2186,75,0.35,0.5,-2043.62,12956.38,15000.00,3,553,0.96,-3.70,8671.16,40.09,-13.62,-4.76,-0.12
2187,80,0.35,0.5,-2001.26,12998.74,15000.00,3,553,0.96,-3.62,8687.29,40.06,-13.34,-4.66,-0.12
2188,85,0.35,0.5,-1997.09,13002.91,15000.00,3,550,0.96,-3.63,8700.18,40.09,-13.31,-4.65,-0.12
2189,90,0.35,0.5,-1997.09,13002.91,15000.00,3,550,0.96,-3.63,8700.18,40.09,-13.31,-4.65,-0.12
2190,95,0.35,0.5,-2112.69,12887.31,15000.00,3,545,0.96,-3.88,8622.78,40.09,-14.08,-4.93,-0.12
2191,100,0.35,0.5,-2098.05,12901.95,15000.00,3,545,0.96,-3.85,8622.78,40.06,-13.99,-4.90,-0.12
2192,60,0.4,0.5,-2025.25,12974.75,15000.00,3,560,0.96,-3.62,8672.35,40.06,-13.50,-4.72,-0.12
2193,65,0.4,0.5,-1969.54,13030.46,15000.00,3,558,0.96,-3.53,8721.89,40.10,-13.13,-4.58,-0.11
2194,70,0.4,0.5,-2043.30,12956.70,15000.00,3,553,0.96,-3.69,8660.81,40.06,-13.62,-4.76,-0.12
2195,75,0.4,0.5,-2036.47,12963.53,15000.00,3,553,0.96,-3.68,8660.81,40.05,-13.58,-4.75,-0.12
2196,80,0.4,0.5,-2009.51,12990.49,15000.00,3,553,0.96,-3.63,8688.88,40.08,-13.40,-4.68,-0.12
2197,85,0.4,0.5,-2008.09,12991.91,15000.00,3,550,0.96,-3.65,8705.40,40.12,-13.39,-4.68,-0.12
2198,90,0.4,0.5,-2008.09,12991.91,15000.00,3,550,0.96,-3.65,8705.40,40.12,-13.39,-4.68,-0.12
2199,95,0.4,0.5,-2123.76,12876.24,15000.00,3,545,0.96,-3.90,8619.54,40.10,-14.16,-4.96,-0.12
2200,100,0.4,0.5,-2132.62,12867.38,15000.00,3,545,0.96,-3.91,8619.54,40.12,-14.22,-4.98,-0.12
2201,20,0.45,0.5,4144.73,19144.73,15000.00,3,1280,1.04,3.24,5954.87,23.80,27.63,8.47,0.36
2202,25,0.45,0.5,2020.18,17020.18,15000.00,3,1274,1.02,1.59,4846.83,23.75,13.47,4.30,0.18
2203,30,0.45,0.5,2053.83,17053.83,15000.00,3,1278,1.02,1.61,4849.49,23.73,13.69,4.37,0.18
2204,35,0.45,0.5,4360.49,19360.49,15000.00,3,1278,1.05,3.41,4860.72,23.72,29.07,8.88,0.37
2205,40,0.45,0.5,4367.91,19367.91,15000.00,3,1277,1.05,3.42,4876.31,23.82,29.12,8.89,0.37
2206,45,0.45,0.5,1169.47,16169.47,15000.00,3,1267,1.01,0.92,6237.65,30.16,7.80,2.53,0.08
2207,50,0.45,0.5,1137.30,16137.30,15000.00,3,1268,1.01,0.90,6274.14,30.39,7.58,2.47,0.08
2208,55,0.45,0.5,940.03,15940.03,15000.00,3,1270,1.01,0.74,6404.93,31.13,6.27,2.05,0.07
2209,60,0.45,0.5,123.67,15123.67,15000.00,3,1250,1.00,0.10,7721.14,33.92,0.82,0.27,0.01
2210,65,0.45,0.5,137.73,15137.73,15000.00,3,1248,1.00,0.11,7813.98,34.16,0.92,0.31,0.01
2211,70,0.45,0.5,-55.19,14944.81,15000.00,3,1243,1.00,-0.04,7867.03,34.61,-0.37,-0.12,-0.00
2212,75,0.45,0.5,-181.30,14818.70,15000.00,3,1241,1.00,-0.15,7945.07,34.95,-1.21,-0.40,-0.01
2213,80,0.45,0.5,-90.93,14909.07,15000.00,3,1241,1.00,-0.07,7914.00,34.72,-0.61,-0.20,-0.01
2214,85,0.45,0.5,-114.00,14886.00,15000.00,3,1238,1.00,-0.09,7933.97,34.82,-0.76,-0.25,-0.01
2215,90,0.45,0.5,-91.75,14908.25,15000.00,3,1238,1.00,-0.07,7911.72,34.72,-0.61,-0.20,-0.01
2216,95,0.45,0.5,145.07,15145.07,15000.00,3,1246,1.00,0.12,7461.41,33.05,0.97,0.32,0.01
2217,100,0.45,0.5,-292.36,14707.64,15000.00,3,1233,1.00,-0.24,7911.43,35.03,-1.95,-0.65,-0.02
2218,20,0.5,0.5,4460.41,19460.41,15000.00,3,1273,1.05,3.50,5273.15,21.39,29.74,9.07,0.42
2219,25,0.5,0.5,4595.65,19595.65,15000.00,3,1269,1.05,3.62,5152.12,20.89,30.64,9.32,0.45
2220,30,0.5,0.5,4604.63,19604.63,15000.00,3,1269,1.05,3.63,5164.39,20.92,30.70,9.33,0.45
2221,35,0.5,0.5,3602.14,18602.14,15000.00,3,1272,1.04,2.83,5062.33,24.74,24.01,7.44,0.30
2222,40,0.5,0.5,3645.41,18645.41,15000.00,3,1271,1.04,2.87,5051.09,24.69,24.30,7.52,0.30
2223,45,0.5,0.5,477.71,15477.71,15000.00,3,1265,1.01,0.38,6652.07,32.47,3.18,1.05,0.03
2224,50,0.5,0.5,1227.19,16227.19,15000.00,3,1260,1.01,0.97,5909.90,28.87,8.18,2.66,0.09
2225,55,0.5,0.5,1270.07,16270.07,15000.00,3,1257,1.01,1.01,5933.16,28.89,8.47,2.75,0.10
2226,60,0.5,0.5,81.19,15081.19,15000.00,3,1250,1.00,0.06,7821.32,34.27,0.54,0.18,0.01
2227,65,0.5,0.5,84.47,15084.47,15000.00,3,1249,1.00,0.07,7822.94,34.27,0.56,0.19,0.01
2228,70,0.5,0.5,-161.79,14838.21,15000.00,3,1244,1.00,-0.13,7925.96,34.94,-1.08,-0.36,-0.01
2229,75,0.5,0.5,-339.46,14660.54,15000.00,3,1245,1.00,-0.27,8048.76,35.49,-2.26,-0.76,-0.02
2230,80,0.5,0.5,-254.18,14745.82,15000.00,3,1245,1.00,-0.20,8017.72,35.27,-1.69,-0.57,-0.02
2231,85,0.5,0.5,-769.99,14230.01,15000.00,3,1229,0.99,-0.63,8532.86,37.54,-5.13,-1.74,-0.05
2232,90,0.5,0.5,-740.85,14259.15,15000.00,3,1229,0.99,-0.60,8503.72,37.41,-4.94,-1.67,-0.04
2233,95,0.5,0.5,-966.82,14033.18,15000.00,3,1224,0.99,-0.79,8542.01,37.89,-6.45,-2.20,-0.06
2234,100,0.5,0.5,-1139.98,13860.02,15000.00,3,1224,0.99,-0.93,8573.94,38.27,-7.60,-2.60,-0.07
2235,30,0.1,0.55,-2523.14,12476.86,15000.00,3,1151,0.97,-2.19,6956.43,36.11,-16.82,-5.95,-0.16
2236,35,0.1,0.55,-2567.47,12432.53,15000.00,3,1151,0.97,-2.23,6967.48,36.23,-17.12,-6.07,-0.17
2237,40,0.1,0.55,-2573.82,12426.18,15000.00,3,1151,0.97,-2.24,6935.59,36.14,-17.16,-6.08,-0.17
2238,45,0.1,0.55,-2426.60,12573.40,15000.00,3,1151,0.97,-2.11,6846.60,35.56,-16.18,-5.71,-0.16
2239,50,0.1,0.55,-2451.39,12548.61,15000.00,3,1153,0.97,-2.13,6909.96,35.82,-16.34,-5.77,-0.16
2240,55,0.1,0.55,-2390.64,12609.36,15000.00,3,1153,0.97,-2.07,6862.24,35.55,-15.94,-5.62,-0.16
2241,60,0.1,0.55,-703.04,14296.96,15000.00,3,1152,0.99,-0.61,5642.98,30.75,-4.69,-1.59,-0.05
2242,65,0.1,0.55,1319.67,16319.67,15000.00,3,1150,1.02,1.15,4926.46,30.73,8.80,2.85,0.09
2243,70,0.1,0.55,1273.56,16273.56,15000.00,3,1150,1.02,1.11,4978.48,31.06,8.49,2.75,0.09
2244,75,0.1,0.55,2599.07,17599.07,15000.00,3,1146,1.03,2.27,4296.21,21.95,17.33,5.47,0.25
2245,80,0.1,0.55,2636.00,17636.00,15000.00,3,1146,1.03,2.30,4279.55,21.87,17.57,5.54,0.25
2246,85,0.1,0.55,271.84,15271.84,15000.00,3,1142,1.00,0.24,6078.78,28.93,1.81,0.60,0.02
2247,90,0.1,0.55,354.33,15354.33,15000.00,3,1142,1.00,0.31,6051.59,28.72,2.36,0.78,0.03
2248,95,0.1,0.55,-1274.05,13725.95,15000.00,3,1139,0.98,-1.12,6229.66,31.75,-8.49,-2.92,-0.09
2249,100,0.1,0.55,164.67,15164.67,15000.00,3,1139,1.00,0.14,6234.85,29.60,1.10,0.36,0.01
2250,20,0.3,0.55,-281.95,14718.05,15000.00,3,1140,1.00,-0.25,10667.53,42.59,-1.88,-0.63,-0.01
2251,25,0.3,0.55,2216.99,17216.99,15000.00,3,1136,1.03,1.95,8352.72,33.10,14.78,4.70,0.14
2252,30,0.3,0.55,2248.68,17248.68,15000.00,3,1136,1.03,1.98,8306.06,32.94,14.99,4.77,0.14
2253,35,0.3,0.55,5006.16,20006.16,15000.00,3,1136,1.06,4.41,6502.42,25.75,33.37,10.08,0.39
2254,40,0.3,0.55,4926.66,19926.66,15000.00,3,1136,1.06,4.34,6527.59,25.89,32.84,9.93,0.38
2255,45,0.3,0.55,5044.54,20044.54,15000.00,3,1135,1.06,4.44,6255.20,24.75,33.63,10.15,0.41
2256,50,0.3,0.55,5084.32,20084.32,15000.00,3,1137,1.06,4.47,6105.97,24.12,33.90,10.22,0.42
2257,55,0.3,0.55,5120.80,20120.80,15000.00,3,1137,1.06,4.50,6118.00,24.13,34.14,10.29,0.43
2258,60,0.3,0.55,2392.56,17392.56,15000.00,3,1133,1.03,2.11,8632.22,33.61,15.95,5.06,0.15
2259,65,0.3,0.55,1967.55,16967.55,15000.00,3,1130,1.02,1.74,8676.90,34.29,13.12,4.19,0.12
2260,70,0.3,0.55,1933.73,16933.73,15000.00,3,1130,1.02,1.71,8679.04,34.34,12.89,4.12,0.12
2261,75,0.3,0.55,1729.77,16729.77,15000.00,3,1128,1.02,1.53,8852.63,35.07,11.53,3.70,0.11
2262,80,0.3,0.55,1772.59,16772.59,15000.00,3,1128,1.02,1.57,8819.94,34.92,11.82,3.79,0.11
2263,85,0.3,0.55,1726.81,16726.81,15000.00,3,1128,1.02,1.53,8878.98,35.14,11.51,3.70,0.11
2264,90,0.3,0.55,1585.92,16585.92,15000.00,3,1124,1.02,1.41,8842.87,35.24,10.57,3.41,0.10
2265,95,0.3,0.55,1386.03,16386.03,15000.00,3,1121,1.02,1.24,9057.47,36.08,9.24,2.99,0.08
2266,100,0.3,0.55,1133.29,16133.29,15000.00,3,1121,1.01,1.01,9053.17,36.43,7.56,2.46,0.07
2267,20,0.35,0.55,4730.51,19730.51,15000.00,3,1135,1.06,4.17,5750.19,22.87,31.54,9.57,0.42
2268,25,0.35,0.55,6588.26,21588.26,15000.00,3,1131,1.08,5.83,5267.91,19.87,43.92,12.90,0.65
2269,30,0.35,0.55,6585.86,21585.86,15000.00,3,1131,1.08,5.82,5267.27,19.86,43.91,12.90,0.65
2270,35,0.35,0.55,9841.84,24841.84,15000.00,3,1131,1.11,8.70,5038.79,17.06,65.61,18.31,1.07
2271,40,0.35,0.55,9783.97,24783.97,15000.00,3,1131,1.11,8.65,5038.79,17.09,65.23,18.22,1.07
2272,45,0.35,0.55,9793.99,24793.99,15000.00,3,1130,1.11,8.67,5038.79,17.08,65.29,18.24,1.07
2273,50,0.35,0.55,9859.96,24859.96,15000.00,3,1130,1.11,8.73,5038.79,17.05,65.73,18.34,1.08
2274,55,0.35,0.55,9991.16,24991.16,15000.00,3,1130,1.11,8.84,5038.79,16.97,66.61,18.55,1.09
2275,60,0.35,0.55,6491.25,21491.25,15000.00,3,1126,1.07,5.76,5805.61,21.53,43.28,12.73,0.59
2276,65,0.35,0.55,6222.97,21222.97,15000.00,3,1123,1.07,5.54,5836.27,21.84,41.49,12.26,0.56
2277,70,0.35,0.55,6085.42,21085.42,15000.00,3,1123,1.07,5.42,5834.78,21.95,40.57,12.02,0.55
2278,75,0.35,0.55,5852.81,20852.81,15000.00,3,1121,1.07,5.22,5991.86,22.60,39.02,11.61,0.51
2279,80,0.35,0.55,5897.46,20897.46,15000.00,3,1121,1.07,5.26,5997.32,22.58,39.32,11.69,0.52
2280,85,0.35,0.55,5879.15,20879.15,15000.00,3,1121,1.07,5.24,6018.21,22.66,39.19,11.65,0.51
2281,90,0.35,0.55,5914.31,20914.31,15000.00,3,1121,1.07,5.28,6025.10,22.65,39.43,11.72,0.52
2282,95,0.35,0.55,5904.28,20904.28,15000.00,3,1121,1.07,5.27,6018.21,22.64,39.36,11.70,0.52
2283,100,0.35,0.55,5747.57,20747.57,15000.00,3,1121,1.07,5.13,6003.75,22.73,38.32,11.42,0.50
2284,20,0.4,0.55,-2463.17,12536.83,15000.00,3,1135,0.97,-2.17,7865.90,38.87,-16.42,-5.80,-0.15
2285,25,0.4,0.55,1420.67,16420.67,15000.00,3,1132,1.02,1.26,8633.13,34.93,9.47,3.06,0.09
2286,30,0.4,0.55,4139.42,19139.42,15000.00,3,1132,1.05,3.66,5896.13,23.87,27.60,8.46,0.35
2287,35,0.4,0.55,7085.85,22085.85,15000.00,3,1131,1.08,6.27,5714.71,20.81,47.24,13.76,0.66
2288,40,0.4,0.55,6757.99,21757.99,15000.00,3,1130,1.08,5.98,5851.92,21.46,45.05,13.20,0.62
2289,45,0.4,0.55,7047.04,22047.04,15000.00,3,1130,1.08,6.24,5701.75,20.80,46.98,13.70,0.66
2290,50,0.4,0.55,3212.03,18212.03,15000.00,3,1124,1.04,2.86,8709.92,32.76,21.41,6.68,0.20
2291,55,0.4,0.55,3123.90,18123.90,15000.00,3,1124,1.04,2.78,8729.48,32.92,20.83,6.51,0.20
2292,60,0.4,0.55,3365.20,18365.20,15000.00,3,1124,1.04,2.99,8632.29,32.38,22.43,6.98,0.22
2293,65,0.4,0.55,2987.50,17987.50,15000.00,3,1121,1.03,2.67,8596.68,32.75,19.92,6.24,0.19
2294,70,0.4,0.55,2866.29,17866.29,15000.00,3,1121,1.03,2.56,8599.72,32.91,19.11,6.00,0.18
2295,75,0.4,0.55,2653.50,17653.50,15000.00,3,1119,1.03,2.37,8776.43,33.63,17.69,5.58,0.17
2296,80,0.4,0.55,2741.07,17741.07,15000.00,3,1119,1.03,2.45,8753.00,33.46,18.27,5.75,0.17
2297,85,0.4,0.55,2695.13,17695.13,15000.00,3,1119,1.03,2.41,8767.58,33.56,17.97,5.66,0.17
2298,90,0.4,0.55,2746.85,17746.85,15000.00,3,1119,1.03,2.45,8787.77,33.54,18.31,5.77,0.17
2299,95,0.4,0.55,2744.55,17744.55,15000.00,3,1119,1.03,2.45,8780.02,33.53,18.30,5.76,0.17
2300,100,0.4,0.55,2794.22,17794.22,15000.00,3,1119,1.03,2.50,8759.52,33.41,18.63,5.86,0.18
2301,25,0.45,0.55,435.19,15435.19,15000.00,3,1130,1.01,0.39,9280.27,38.07,2.90,0.96,0.03
2302,30,0.45,0.55,374.56,15374.56,15000.00,3,1130,1.00,0.33,9431.10,38.54,2.50,0.83,0.02
2303,35,0.45,0.55,361.98,15361.98,15000.00,3,1130,1.00,0.32,9344.27,38.34,2.41,0.80,0.02
2304,40,0.45,0.55,298.50,15298.50,15000.00,3,1130,1.00,0.26,9357.36,38.48,1.99,0.66,0.02
2305,45,0.45,0.55,417.81,15417.81,15000.00,3,1130,1.01,0.37,9335.65,38.23,2.79,0.92,0.02
2306,50,0.45,0.55,366.28,15366.28,15000.00,3,1128,1.00,0.32,9378.98,38.42,2.44,0.81,0.02
2307,55,0.45,0.55,375.64,15375.64,15000.00,3,1128,1.00,0.33,9378.40,38.41,2.50,0.83,0.02
2308,60,0.45,0.55,3081.20,18081.20,15000.00,3,1127,1.04,2.73,8542.88,32.50,20.54,6.43,0.20
2309,65,0.45,0.55,6119.03,21119.03,15000.00,3,1125,1.07,5.44,6292.80,23.24,40.79,12.08,0.52
2310,70,0.45,0.55,6015.45,21015.45,15000.00,3,1125,1.07,5.35,6286.36,23.31,40.10,11.90,0.51
2311,75,0.45,0.55,5794.59,20794.59,15000.00,3,1123,1.07,5.16,6472.95,24.03,38.63,11.50,0.48
2312,80,0.45,0.55,5955.39,20955.39,15000.00,3,1123,1.07,5.30,6453.49,23.84,39.70,11.79,0.49
2313,85,0.45,0.55,2275.36,17275.36,15000.00,3,1119,1.03,2.03,9263.18,35.35,15.17,4.82,0.14
